experiment,type,simTicks,simInsts,ipc,cpi,runtime_dynamic_power_W,runtime_dynamic_energy_J,total_runtime_energy_J,total_windows,switch_count,gate_leakage_W,hostSeconds,meta_cmd,meta_maxinsts,meta_outdir,meta_run_tag,meta_summary_file,meta_timestamp,meta_workload_args,meta_workload_path,numCycles,result_dir,simOps,simSeconds,subthreshold_leakage_W,meta_num_cores,avg_avg_inflight_proxy,avg_avg_outstanding_misses_proxy,avg_branch_recovery_ratio,avg_commit_activity_ratio,avg_iq_saturation_ratio,avg_squash_ratio,class_Control_dominated_count,class_Control_dominated_pct,class_High_MLP_memory_dominated_count,class_High_MLP_memory_dominated_pct,class_Resource_contention___compute_dominated_count,class_Resource_contention___compute_dominated_pct,meta_window_cycles,mode_aggressive_count,mode_aggressive_pct,mode_conservative_count,mode_conservative_pct,switch_pct,class_Serialized_memory_dominated_count,class_Serialized_memory_dominated_pct,meta_conservative_dispatch_width,meta_conservative_fetch_width,meta_conservative_inflight_cap,meta_conservative_iq_cap,meta_conservative_lsq_cap,meta_conservative_rename_width,meta_extra_params,meta_outdir_base,mode_control_profile_count,mode_control_profile_pct,mode_high_mlp_profile_count,mode_high_mlp_profile_pct,mode_resource_profile_count,mode_resource_profile_pct,mode_serialized_profile_count,mode_serialized_profile_pct
serialized_pointer_chase,adaptive_v2,32045500000,50000000,0.780141,1.281820,110.437,3.539,3.84716,12817,3657,0.330607,632.84,/home/rock/project/gem5/build/ARM/gem5.opt --outdir=/home/rock/project/gem5/runs/adaptive/v2/serialized_pointer_chase/latest /home/rock/project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=50000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=5000 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=2 --param system.cpu\[0\].adaptiveConservativeInflightCap=96 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c workloads/serialized_pointer_chase/bin/arm/linux/serialized_pointer_chase --options=1048576\ 12\ 1,50000000,/home/rock/project/gem5/runs/adaptive/v2/serialized_pointer_chase/latest,serialized_pointer_chase,/home/rock/project/gem5/runs/adaptive/v2/serialized_pointer_chase/latest/adaptive_config_summary.md,2026-03-31T11:55:50-04:00,1048576 12 1,workloads/serialized_pointer_chase/bin/arm/linux/serialized_pointer_chase,64091001,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\serialized_pointer_chase\latest,51867304,0.032045,9.28566,,24.032928,14.764797,0.044919,0.747702,0.000000,0.129582,3643,28.42,,,9174,71.58,5000,9160,71.47,3657,28.53,28.53,,,0,2,96,0,0,0,,,,,,,,,,
serialized_pointer_chase_class_default_5m_tune,adaptive_v2,3930067000,5000001,0.636122,1.572027,,,,1571,1,,17.23,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/serialized_pointer_chase_class_default_5m_tune/archive/2026-04-01T22_52_19-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=5000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=5000 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=2 --param system.cpu\[0\].adaptiveConservativeInflightCap=96 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/serialized_pointer_chase/bin/arm/linux/serialized_pointer_chase --param system.cpu\[0\].adaptiveUseClassProfiles=True,5000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/serialized_pointer_chase_class_default_5m_tune/archive/2026-04-01T22_52_19-04_00,serialized_pointer_chase_class_default_5m_tune,,2026-04-01T22:52:19-04:00,,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/serialized_pointer_chase/bin/arm/linux/serialized_pointer_chase,7860135,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\serialized_pointer_chase_class_default_5m_tune\archive\2026-04-01T22_52_19-04_00,5312508,0.003930,,,3.067275,29.769411,0.000004,0.999949,0.000000,0.000034,,,,,1571,100.00,5000,1,0.06,,,0.06,,,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,1570,99.94,,
serialized_pointer_chase_class_serialstrong_5m_tune,adaptive_v2,3930067000,5000001,0.636122,1.572027,,,,1571,1,,17.28,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/serialized_pointer_chase_class_serialstrong_5m_tune/archive/2026-04-01T22_52_39-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=5000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=5000 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=2 --param system.cpu\[0\].adaptiveConservativeInflightCap=96 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/serialized_pointer_chase/bin/arm/linux/serialized_pointer_chase --param system.cpu\[0\].adaptiveUseClassProfiles=True --param system.cpu\[0\].adaptiveSerializedInflightCap=32 --param system.cpu\[0\].adaptiveSerializedRenameWidth=2 --param system.cpu\[0\].adaptiveSerializedDispatchWidth=2 --param system.cpu\[0\].adaptiveSerializedFetchWidth=1,5000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/serialized_pointer_chase_class_serialstrong_5m_tune/archive/2026-04-01T22_52_39-04_00,serialized_pointer_chase_class_serialstrong_5m_tune,,2026-04-01T22:52:39-04:00,,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/serialized_pointer_chase/bin/arm/linux/serialized_pointer_chase,7860135,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\serialized_pointer_chase_class_serialstrong_5m_tune\archive\2026-04-01T22_52_39-04_00,5312508,0.003930,,,3.067275,29.769411,0.000004,0.999949,0.000000,0.000034,,,,,1571,100.00,5000,1,0.06,,,0.06,,,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,1570,99.94,,
serialized_pointer_chase_legacy_5m_tune,adaptive_v2,3898247000,5000000,0.641314,1.559299,,,,1559,0,,16.96,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/serialized_pointer_chase_legacy_5m_tune/archive/2026-04-01T22_52_00-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=5000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=5000 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=2 --param system.cpu\[0\].adaptiveConservativeInflightCap=96 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/serialized_pointer_chase/bin/arm/linux/serialized_pointer_chase,5000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/serialized_pointer_chase_legacy_5m_tune/archive/2026-04-01T22_52_00-04_00,serialized_pointer_chase_legacy_5m_tune,,2026-04-01T22:52:00-04:00,,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/serialized_pointer_chase/bin/arm/linux/serialized_pointer_chase,7796495,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\serialized_pointer_chase_legacy_5m_tune\archive\2026-04-01T22_52_00-04_00,5312507,0.003898,,,3.561432,30.528006,0.000004,0.999944,0.000000,0.000034,,,,,1559,100.00,5000,1559,100.00,,,0.00,,,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,,,,
stream_cluster_reduce,adaptive_v2,48671767500,50000004,0.513645,1.946871,61.4161,2.98923,3.45727,19468,0,0.330607,765.94,/home/rock/project/gem5/build/ARM/gem5.opt --outdir=/home/rock/project/gem5/runs/adaptive/v2/stream_cluster_reduce/latest /home/rock/project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=50000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=5000 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=2 --param system.cpu\[0\].adaptiveConservativeInflightCap=96 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c workloads/stream_cluster_reduce/bin/arm/linux/stream_cluster_reduce --options=1048576\ 16\ 1,50000000,/home/rock/project/gem5/runs/adaptive/v2/stream_cluster_reduce/latest,stream_cluster_reduce,/home/rock/project/gem5/runs/adaptive/v2/stream_cluster_reduce/latest/adaptive_config_summary.md,2026-03-31T12:26:28-04:00,1048576 16 1,workloads/stream_cluster_reduce/bin/arm/linux/stream_cluster_reduce,97343536,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\stream_cluster_reduce\latest,60358959,0.048672,9.28566,,74.932982,29.371360,0.000003,0.999932,0.296819,0.000024,,,16868,86.64,2600,13.36,5000,19468,100.00,,,0.00,,,0,2,96,0,0,0,,,,,,,,,,
sweep_bfs_fw4_cap160,adaptive_v2,1865677500,5000000,1.339995,0.746271,,,,1468,460,,13.15,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt.bak_20260402_010655 --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/sweep_bfs_fw4_cap160/archive/2026-04-02T14_57_03-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=5000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=2500 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=4 --param system.cpu\[0\].adaptiveConservativeInflightCap=160 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/bfs --options=-g\ 18\ -n\ 1,5000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/sweep_bfs_fw4_cap160/archive/2026-04-02T14_57_03-04_00,sweep_bfs_fw4_cap160,,2026-04-02T14:57:03-04:00,-g 18 -n 1,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/bfs,3731356,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\sweep_bfs_fw4_cap160\archive\2026-04-02T14_57_03-04_00,5156438,0.001866,,,41.902860,9.173604,0.084487,0.656350,0.000459,0.219952,714,48.64,4,0.27,746,50.82,2500,744,50.68,724,49.32,31.34,4,0.27,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,,,,
sweep_bfs_fw5_cap128,adaptive_v2,1860451000,5000000,1.343760,0.744181,,,,1464,456,,14.56,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt.bak_20260402_010655 --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/sweep_bfs_fw5_cap128/archive/2026-04-02T14_57_48-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=5000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=2500 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=5 --param system.cpu\[0\].adaptiveConservativeInflightCap=128 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/bfs --options=-g\ 18\ -n\ 1,5000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/sweep_bfs_fw5_cap128/archive/2026-04-02T14_57_48-04_00,sweep_bfs_fw5_cap128,,2026-04-02T14:57:48-04:00,-g 18 -n 1,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/bfs,3720903,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\sweep_bfs_fw5_cap128\archive\2026-04-02T14_57_48-04_00,5156438,0.001860,,,42.266708,9.219838,0.083982,0.650959,0.000477,0.220368,808,55.19,6,0.41,648,44.26,2500,647,44.19,817,55.81,31.15,2,0.14,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,,,,
sweep_bfs_fw5_cap160,adaptive_v2,1860660500,5000000,1.343609,0.744264,,,,1464,458,,13.83,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt.bak_20260402_010655 --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/sweep_bfs_fw5_cap160/archive/2026-04-02T14_56_15-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=5000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=2500 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=5 --param system.cpu\[0\].adaptiveConservativeInflightCap=160 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/bfs --options=-g\ 18\ -n\ 1,5000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/sweep_bfs_fw5_cap160/archive/2026-04-02T14_56_15-04_00,sweep_bfs_fw5_cap160,,2026-04-02T14:56:15-04:00,-g 18 -n 1,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/bfs,3721322,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\sweep_bfs_fw5_cap160\archive\2026-04-02T14_56_15-04_00,5156438,0.001861,,,42.264055,9.228105,0.084012,0.650779,0.000479,0.220421,809,55.26,6,0.41,647,44.19,2500,645,44.06,819,55.94,31.28,2,0.14,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,,,,
sweep_bfs_win3000,adaptive_v2,1864733000,5000000,1.340674,0.745893,,,,1223,456,,14.89,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt.bak_20260402_010655 --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/sweep_bfs_win3000/archive/2026-04-02T14_58_42-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=5000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=3000 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=4 --param system.cpu\[0\].adaptiveConservativeInflightCap=128 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/bfs --options=-g\ 18\ -n\ 1,5000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/sweep_bfs_win3000/archive/2026-04-02T14_58_42-04_00,sweep_bfs_win3000,,2026-04-02T14:58:42-04:00,-g 18 -n 1,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/bfs,3729467,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\sweep_bfs_win3000\archive\2026-04-02T14_58_42-04_00,5156438,0.001865,,,41.889622,9.145165,0.084406,0.654574,0.000377,0.220988,587,48.00,1,0.08,630,51.51,3000,591,48.32,632,51.68,37.29,5,0.41,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,,,,
sweep_sssp_fw4_cap160,adaptive_v2,1876080000,5000002,1.332566,0.750432,,,,1476,453,,12.73,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt.bak_20260402_010655 --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/sweep_sssp_fw4_cap160/archive/2026-04-02T14_57_18-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=5000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=2500 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=4 --param system.cpu\[0\].adaptiveConservativeInflightCap=160 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/sssp --options=-g\ 18\ -n\ 1,5000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/sweep_sssp_fw4_cap160/archive/2026-04-02T14_57_18-04_00,sweep_sssp_fw4_cap160,,2026-04-02T14:57:18-04:00,-g 18 -n 1,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/sssp,3752161,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\sweep_sssp_fw4_cap160\archive\2026-04-02T14_57_18-04_00,5155884,0.001876,,,41.477255,9.416657,0.078789,0.676074,0.000564,0.223997,727,49.25,5,0.34,742,50.27,2500,735,49.80,741,50.20,30.69,2,0.14,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,,,,
sweep_sssp_fw5_cap128,adaptive_v2,1857433000,5000002,1.345944,0.742973,,,,1461,453,,17.96,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt.bak_20260402_010655 --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/sweep_sssp_fw5_cap128/archive/2026-04-02T14_58_04-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=5000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=2500 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=5 --param system.cpu\[0\].adaptiveConservativeInflightCap=128 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/sssp --options=-g\ 18\ -n\ 1,5000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/sweep_sssp_fw5_cap128/archive/2026-04-02T14_58_04-04_00,sweep_sssp_fw5_cap128,,2026-04-02T14:58:04-04:00,-g 18 -n 1,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/sssp,3714867,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\sweep_sssp_fw5_cap128\archive\2026-04-02T14_58_04-04_00,5155884,0.001857,,,42.798949,9.592277,0.082129,0.647263,0.000567,0.219488,814,55.72,5,0.34,639,43.74,2500,639,43.74,822,56.26,31.01,3,0.21,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,,,,
sweep_sssp_fw5_cap160,adaptive_v2,1857440000,5000002,1.345939,0.742976,,,,1461,453,,13.79,/mnt/c/Users/garsy/Documents/18742project/gem5/build/ARM/gem5.opt.bak_20260402_010655 --outdir=/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/sweep_sssp_fw5_cap160/archive/2026-04-02T14_56_30-04_00 /mnt/c/Users/garsy/Documents/18742project/gem5/configs/deprecated/example/se.py -n 1 --cpu-type=DerivO3CPU --caches --l2cache --mem-size=2GB --maxinsts=5000000 --param system.cpu\[0\].enableStallAdaptive=True --param system.cpu\[0\].adaptiveWindowCycles=2500 --param system.cpu\[0\].adaptiveSwitchHysteresis=1 --param system.cpu\[0\].adaptiveMinModeWindows=1 --param system.cpu\[0\].adaptiveConservativeFetchWidth=5 --param system.cpu\[0\].adaptiveConservativeInflightCap=160 --param system.cpu\[0\].adaptiveConservativeIQCap=0 --param system.cpu\[0\].adaptiveConservativeLSQCap=0 --param system.cpu\[0\].adaptiveConservativeRenameWidth=0 --param system.cpu\[0\].adaptiveConservativeDispatchWidth=0 --param system.cpu\[0\].adaptiveMemBlockRatioThres=0.12 --param system.cpu\[0\].adaptiveOutstandingMissThres=12 -c /mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/sssp --options=-g\ 18\ -n\ 1,5000000,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2/sweep_sssp_fw5_cap160/archive/2026-04-02T14_56_30-04_00,sweep_sssp_fw5_cap160,,2026-04-02T14:56:30-04:00,-g 18 -n 1,/mnt/c/Users/garsy/Documents/18742project/gem5/workloads/external/gapbs/sssp,3714881,C:\Users\garsy\Documents\18742project\gem5\runs\adaptive\v2\sweep_sssp_fw5_cap160\archive\2026-04-02T14_56_30-04_00,5155884,0.001857,,,42.796760,9.591627,0.082090,0.647294,0.000571,0.219394,816,55.85,5,0.34,637,43.60,2500,638,43.67,823,56.33,31.01,3,0.21,,,,,,,,/mnt/c/Users/garsy/Documents/18742project/gem5/runs/adaptive/v2,,,,,,,,
